"id","event_name","parent_campaign","layer","default_visible","start_year","end_year","place_name","country_today","lat","lon","coord_source","coord_precision","geometry_type","site_role","perpetrator","succession_type","perpetrator_today","target_group","category","deaths_low","deaths_high","toll_basis","affected_low","affected_high","affected_measure","toll_note","evidence_tier","status","documentation_completeness","completeness_note","key_source","verification_status","verified_note","notes"
"EV0298","DuPont C8 contamination","Industrial chemical contamination","core","TRUE","1951","2015","Parkersburg, West Virginia; Ohio River valley","United States","","","","","region","victim_site","DuPont","","","Local residents and workers","corporate and industrial harm","","","not_quantified","","","","","1","confirmed","not_assessed","","C8 Science Panel; Leach class action; 2017 settlement","unverified","","Internal documents show decades of knowledge; the Dark Waters case"
"EV0299","Libby vermiculite asbestos","Occupational and environmental asbestos","core","TRUE","1963","1990","Libby, Montana","United States","48.3883","-115.5561","unverified_ai","settlement","point","victim_site","W.R. Grace and Company","","","Workers and townspeople","corporate and industrial harm","400","","documented_estimate","","","","","1","confirmed","not_assessed","","EPA public health emergency 2009; federal litigation","unverified","",""
"EV0300","Wittenoom asbestos mining","Occupational asbestos","core","TRUE","1943","1966","Wittenoom, Western Australia","Australia","-22.24","118.335","unverified_ai","settlement","point","victim_site","Australian Blue Asbestos (CSR)","","","Miners and residents","corporate and industrial harm","2000","","documented_estimate","","","","Projected total for former workers and residents, accruing over decades of mesothelioma latency","1","confirmed","not_assessed","","Australian court judgments; state records","unverified","","Town degazetted and removed from maps"
"EV0301","Eternit asbestos at Casale Monferrato","Occupational and environmental asbestos","core","TRUE","1907","1986","Casale Monferrato","Italy","45.1333","8.45","unverified_ai","settlement","point","victim_site","Eternit","rename","Etex Group (Belgium); Swisspearl (Switzerland)","Workers and townspeople","corporate and industrial harm","2000","","documented_estimate","","","","","1","confirmed","not_assessed","","Turin court proceedings 2012 (later partly annulled)","unverified","",""
"EV0302","Tobacco industry concealment","Corporate public health harm","register","FALSE","1953","2006","United States and globally","Multiple","","","","","unmapped","victim_site","Major tobacco manufacturers","","","Smokers","corporate and industrial harm","","","attributable_annual","","","current smokers worldwide: over 1 billion","WHO attributes more than 8 million deaths a year to tobacco, and around 100 million deaths to tobacco across the twentieth century. The litigation established the concealment; the mortality is epidemiological attribution, not a body count","1","confirmed","not_assessed","","WHO tobacco fact sheets; US v Philip Morris, Kessler judgment 2006","unverified","","Court found a decades-long scheme to deceive"
"EV0303","Purdue Pharma and the opioid crisis","Corporate public health harm","core","TRUE","1996","2020","United States, concentrated in Appalachia","United States","","","","","region","victim_site","Purdue Pharma and distributors","court_ordered","Knoa Pharma LLC","Patients and communities","corporate and industrial harm","500000","900000","excess_mortality","","","Americans with opioid use disorder at peak: roughly 2 million","US overdose deaths across the epidemic, to which Purdue is one contributor among manufacturers, distributors and prescribers. Not all attributable to one company","1","confirmed","not_assessed","","CDC WONDER overdose mortality; Purdue guilty pleas 2007 and 2020","source_checked","Purdue dissolved 1 May 2026; Knoa Pharma successor","Over 500,000 US opioid overdose deaths 1999-2020"
"EV0304","Love Canal","Toxic waste dumping","core","TRUE","1942","1978","Niagara Falls, New York","United States","43.08","-78.95","unverified_ai","site","point","victim_site","Hooker Chemical","rename","Occidental Chemical Corporation (OxyChem)","Residents and schoolchildren","corporate and industrial harm","","","not_quantified","","","","","1","confirmed","not_assessed","","US v Occidental settlement 1995; EPA record","unverified","",""
"EV0305","Seveso dioxin release","Industrial chemical release","core","TRUE","1976","1976","Seveso","Italy","45.64","9.14","unverified_ai","settlement","point","victim_site","ICMESA (Givaudan/Hoffmann-La Roche)","","","Local population","corporate and industrial harm","","","not_quantified","","","","","1","confirmed","not_assessed","","Italian criminal convictions; EU Seveso Directive","unverified","",""
"EV0306","Camp Lejeune water contamination","Military environmental harm","core","TRUE","1953","1987","Camp Lejeune, North Carolina","United States","34.64","-77.34","unverified_ai","site","point","victim_site","US Marine Corps","","","Service members and families","corporate and industrial harm","","","not_quantified","","","","","1","confirmed","not_assessed","","ATSDR studies; Camp Lejeune Justice Act 2022","unverified","",""
"EV0307","Flint water crisis","Municipal negligence","core","TRUE","2014","2019","Flint, Michigan","United States","43.0125","-83.6875","unverified_ai","settlement","point","victim_site","State-appointed emergency management","","","City residents","corporate and industrial harm","12","90","documented_estimate","","","","","1","confirmed","not_assessed","","Michigan Civil Rights Commission 2017; criminal charges","unverified","",""
"EV0308","Lago Agrio oil contamination","Extractive industry harm","core","TRUE","1964","1992","Lago Agrio, Oriente region","Ecuador","","","","","region","victim_site","Texaco (later Chevron)","","","Indigenous and settler communities","corporate and industrial harm","","","not_quantified","","","","","1","contested","not_assessed","","Ecuadorian court judgment 2011; contested enforcement","unverified","","Judgment found fraudulent by a US court; document both sides"
"EV0309","Ogoniland oil pollution and the Ogoni Nine","Extractive industry harm","core","TRUE","1958","1995","Ogoniland, Niger Delta","Nigeria","","","","","region","victim_site","Shell Petroleum Development Company and Nigerian state","","","Ogoni people","corporate and industrial harm","","","not_quantified","","","","","1","confirmed","not_assessed","","UNEP Ogoniland assessment 2011; Wiwa v Shell settlement 2009","unverified","","Ken Saro-Wiwa and eight others executed in 1995"
"EV0310","Trafigura toxic waste dumping","Toxic waste dumping","core","TRUE","2006","2006","Abidjan","Cote d'Ivoire","","","","","multi_point","victim_site","Trafigura and local contractor","","","Abidjan residents","corporate and industrial harm","17","","documented_estimate","","","","","1","confirmed","not_assessed","","Dutch criminal conviction 2010; UK settlement 2009","unverified","","Around 100,000 sought medical treatment"
"EV0311","Ok Tedi mine riverine tailings","Extractive industry harm","core","TRUE","1984","2013","Ok Tedi and Fly River","Papua New Guinea","","","","","region","victim_site","BHP and Ok Tedi Mining","rename","BHP","Downstream communities","corporate and industrial harm","","","not_quantified","","","","","1","confirmed","not_assessed","","1996 settlement; PNG government reports","unverified","",""
"EV0312","Marcopper tailings spill","Extractive industry harm","core","TRUE","1996","1996","Boac River, Marinduque","Philippines","","","","","region","victim_site","Marcopper Mining (Placer Dome)","","","River communities","corporate and industrial harm","","","not_quantified","","","","","2","confirmed","not_assessed","","Philippine government reports; UNEP","unverified","",""
"EV0313","Mariana and Brumadinho dam collapses","Extractive industry harm","core","TRUE","2015","2019","Mariana; Brumadinho, Minas Gerais","Brazil","","","","","multi_point","victim_site","Samarco/Vale/BHP","rename","BHP","Workers and downstream communities","corporate and industrial harm","289","","documented_estimate","","","","","1","confirmed","not_assessed","","Brazilian prosecutions; 2024 settlements","unverified","",""
"EV0314","Baia Mare cyanide spill","Extractive industry harm","core","TRUE","2000","2000","Baia Mare; Tisza and Danube rivers","Romania / Hungary","","","","","route","victim_site","Aurul (Esmeralda Exploration)","","","River communities and ecosystems","corporate and industrial harm","","","not_quantified","","","","","2","confirmed","not_assessed","","EU task force report 2000","unverified","",""
"EV0315","Aral Sea desiccation","State environmental destruction","core","TRUE","1960","2000","Aral Sea basin","Uzbekistan / Kazakhstan","","","","","region","victim_site","Soviet irrigation policy","","","Regional population","corporate and industrial harm","","","not_quantified","","","","","2","confirmed","not_assessed","","UNEP; Micklin","unverified","","Public health collapse in Karakalpakstan"
"EV0316","Chernobyl disaster and the cover-up","Nuclear accident and concealment","core","TRUE","1986","1986","Pripyat and the exclusion zone","Ukraine","","","","","region","victim_site","Soviet authorities","","","Workers, liquidators, regional population","corporate and industrial harm","31","60000","documented_estimate","","","","","1","contested","not_assessed","","IAEA Chernobyl Forum; Soviet records","unverified","","Immediate deaths are certain; long-term toll is disputed"
"EV0317","Kyshtym disaster and Techa River discharges","Nuclear contamination","core","TRUE","1949","1957","Mayak, Ozyorsk; Techa River","Russia","","","","","region","victim_site","Soviet nuclear programme","","","Downstream villages","corporate and industrial harm","","","not_quantified","","","","","2","confirmed","not_assessed","","Russian declassified records; Norwegian Radiation Protection Authority","unverified","","Deliberate river discharges preceded the 1957 explosion"
"EV0318","Semipalatinsk nuclear test site","Nuclear testing","core","TRUE","1949","1989","Semipalatinsk Polygon","Kazakhstan","","","","","region","victim_site","Soviet nuclear programme","","","Local population","corporate and industrial harm","","","not_quantified","","","","","2","confirmed","not_assessed","","Kazakh government studies; UNDP","unverified","","456 tests; populated areas deliberately left in place for study"
"EV0319","Castle Bravo and Marshall Islands testing","Nuclear testing","core","TRUE","1946","1958","Bikini and Enewetak atolls; Rongelap","Marshall Islands","","","","","multi_point","victim_site","United States","","","Marshallese population","corporate and industrial harm","","","not_quantified","","","","","1","confirmed","not_assessed","","US Nuclear Claims Tribunal; Project 4.1 records","unverified","","Project 4.1 studied exposed islanders as subjects"
"EV0320","Maralinga and Emu Field tests","Nuclear testing","core","TRUE","1956","1963","Maralinga; Emu Field","Australia","","","","","multi_point","victim_site","United Kingdom with Australian consent","","","Anangu people and servicemen","corporate and industrial harm","","","not_quantified","","","","","1","confirmed","not_assessed","","McClelland Royal Commission 1985","unverified","",""
"EV0321","Hanford downwinders","Nuclear production","core","TRUE","1944","1972","Hanford Site, Washington","United States","","","","","region","victim_site","US Atomic Energy Commission","","","Downwind residents","corporate and industrial harm","","","not_quantified","","","","","1","confirmed","not_assessed","","Hanford Environmental Dose Reconstruction Project; Green Run records","unverified","","Green Run was a deliberate 1949 release"
"EV0322","Grenfell Tower fire","Building safety negligence","core","TRUE","2017","2017","North Kensington, London","United Kingdom","51.5138","-0.2158","unverified_ai","site","point","victim_site","Cladding manufacturers, contractors, local authority","","","Residents","corporate and industrial harm","72","","documented_estimate","","","","","1","confirmed","not_assessed","","Grenfell Tower Inquiry Phase 2 report 2024","unverified","","Inquiry found systematic dishonesty by manufacturers"
"EV0323","Hillsborough disaster and cover-up","Institutional negligence and concealment","core","TRUE","1989","2016","Hillsborough Stadium, Sheffield","United Kingdom","53.4114","-1.5006","unverified_ai","site","point","victim_site","South Yorkshire Police","","","Football supporters","corporate and industrial harm","97","","documented_estimate","","","","","1","confirmed","not_assessed","","Hillsborough Independent Panel 2012; 2016 inquest verdicts","unverified","","The cover-up is the deliberate element"
"EV0324","Aberfan disaster","Industrial negligence","core","TRUE","1966","1966","Aberfan","United Kingdom","51.695","-3.34","unverified_ai","settlement","point","victim_site","National Coal Board","","","Schoolchildren and residents","corporate and industrial harm","144","","documented_estimate","","","","","1","confirmed","not_assessed","","Davies Tribunal 1967","unverified","","Tribunal found the NCB had ignored known tip instability"
"EV0325","Rana Plaza collapse","Garment industry negligence","core","TRUE","2013","2013","Savar, Dhaka","Bangladesh","23.8458","90.2575","unverified_ai","site","point","victim_site","Building owner and garment manufacturers","","","Garment workers","corporate and industrial harm","1134","","documented_estimate","","","","","1","confirmed","not_assessed","","Bangladeshi criminal charges; Accord on Fire and Building Safety","unverified","","Cracks reported and ignored the day before"
"EV0326","Triangle Shirtwaist factory fire","Industrial negligence","core","TRUE","1911","1911","Greenwich Village, New York","United States","40.73","-73.995","unverified_ai","site","point","victim_site","Triangle Waist Company","","","Garment workers","corporate and industrial harm","146","","documented_estimate","","","","","1","confirmed","not_assessed","","New York Factory Investigating Commission","unverified","","Exit doors locked"
"EV0327","St Bartholomew's Day massacre","French Wars of Religion","core","TRUE","1572","1572","Paris and provincial cities","France","","","","","multi_point","victim_site","Catholic forces and mobs","","","Huguenots","religious persecution","5000","30000","documented_estimate","","","","","2","confirmed","not_assessed","","Diefendorf; contemporary accounts","unverified","",""
"EV0328","Dragonnades and the Revocation of the Edict of Nantes","French Wars of Religion","core","TRUE","1681","1700","Poitou, Languedoc, Cevennes","France","","","","","region","victim_site","French crown","","","Huguenots","religious persecution","","","not_quantified","","","","","1","confirmed","not_assessed","","Edict of Fontainebleau 1685; intendant correspondence","unverified","","Forced quartering, conversion and mass emigration"
"EV0329","Persecution of Japanese Christians and Shimabara","Tokugawa religious suppression","core","TRUE","1614","1640","Nagasaki; Shimabara; Unzen","Japan","","","","","multi_point","victim_site","Tokugawa shogunate","","","Japanese Christians","religious persecution","37000","","documented_estimate","","","","","2","confirmed","not_assessed","","Boxer; Jesuit letters; Shimabara records","unverified","",""
"EV0330","Expulsion of the Moriscos","Spanish religious policy","core","TRUE","1609","1614","Valencia, Aragon, Andalusia","Spain","","","","","region","victim_site","Spanish crown","","","Moriscos","religious persecution","","","not_quantified","","","","","2","confirmed","not_assessed","","Carr; royal decrees","unverified","","About 300,000 expelled"
"EV0331","Vietnamese persecution of Catholics","Nguyen dynasty religious policy","register","FALSE","1833","1862","Tonkin and Annam","Vietnam","","","","","unmapped","victim_site","Nguyen dynasty","","","Vietnamese Catholics","religious persecution","","","not_quantified","","","","","2","confirmed","not_assessed","","Missionary records; Vietnamese court edicts","unverified","",""
"EV0332","Boxer Rebellion killings of Christians","Boxer Rebellion","core","TRUE","1899","1901","Shanxi; Zhili; Taiyuan","China","","","","","multi_point","victim_site","Boxers with Qing court backing","","","Chinese Christians and missionaries","religious persecution","30000","","documented_estimate","","","","","2","confirmed","not_assessed","","Esherick; missionary society records","unverified","","Chinese Christian deaths far exceed foreign deaths"
"EV0333","Soviet campaign against religion","Soviet antireligious policy","core","TRUE","1922","1941","Nationwide; Solovki; demolished churches","Former USSR","","","","","multi_point","victim_site","Soviet state","","","Orthodox clergy, Catholics, Muslims, Jews, Baptists","religious persecution","","","not_quantified","","","","","1","confirmed","not_assessed","","Memorial; church commission records","unverified","","Tens of thousands of clergy executed"
"EV0334","Cristero War repression","Mexican anticlerical policy","core","TRUE","1926","1929","Jalisco, Michoacan, Guanajuato","Mexico","","","","","region","victim_site","Mexican government","","","Catholic clergy and laity","religious persecution","","","not_quantified","","","","","2","confirmed","not_assessed","","Meyer, La Cristiada","unverified","",""
"EV0335","Albanian abolition of religion","Albanian communist rule","core","TRUE","1967","1990","Nationwide","Albania","","","","","region","victim_site","Albanian state","","","All religious communities","religious persecution","","","not_quantified","","","","","2","confirmed","not_assessed","","Albanian Institute for Studies of Communist Crimes","unverified","","2,169 religious buildings closed or destroyed"
"EV0336","Persecution of Baha'is in Iran","Iranian religious persecution","core","TRUE","1979","2026","Nationwide; Shiraz executions","Iran","","","","","multi_point","victim_site","Iranian state","","","Baha'is","religious persecution","200","","documented_estimate","","","","","1","ongoing_adjudication","not_assessed","","UN Special Rapporteur reports; Baha'i International Community","unverified","",""
"EV0337","Persecution of Ahmadis in Pakistan","Pakistani religious policy","core","TRUE","1974","2026","Nationwide; Lahore attacks 2010","Pakistan","","","","","multi_point","victim_site","State legislation and militant groups","","","Ahmadiyya Muslims","religious persecution","","","not_quantified","","","","","2","confirmed","not_assessed","","Ordinance XX 1984; HRCP reports","unverified","",""
"EV0338","Attacks on Egyptian Copts","Egyptian sectarian violence","core","TRUE","1981","2026","Alexandria; Maspero; Minya","Egypt","","","","","multi_point","victim_site","Militant groups and, at Maspero, security forces","","","Coptic Christians","religious persecution","","","not_quantified","","","","","2","confirmed","not_assessed","","EIPR; HRW","unverified","",""
"EV0339","Falun Gong persecution","Chinese religious suppression","core","TRUE","1999","2026","Nationwide; Masanjia labour camp","China","","","","","multi_point","victim_site","610 Office and public security","","","Falun Gong practitioners","religious persecution","","","not_quantified","","","","","2","contested","not_assessed","","UN Special Rapporteur communications; Freedom House","unverified","","Organ harvesting allegations remain contested; keep separate and flagged"
"EV0340","Religious repression in North Korea","North Korean state control","core","TRUE","1948","2026","Nationwide; kwanliso camps","North Korea","","","","","multi_point","victim_site","North Korean state","","","Christians and other believers","religious persecution","","","not_quantified","","","","","1","confirmed","not_assessed","","UN Commission of Inquiry 2014","unverified","",""
"EV0341","North Korean political prison camps","North Korean penal system","core","TRUE","1950","2026","Kwanliso 14, 15, 16, 25","North Korea","","","","","multi_point","victim_site","State Security Department","","","Prisoners and their families","arbitrary detention","400000","","documented_estimate","","","people held across the system at any one time: 80,000 to 120,000","Cumulative deaths across seven decades, estimated from defector testimony and satellite analysis. No archival basis exists","1","confirmed","partial","HRNK satellite monitoring of 4 named kwanliso; internal geography inferred","UN Commission of Inquiry 2014; HRNK satellite analysis","unverified","","Camps located and monitored by satellite"
"EV0342","Extraordinary rendition and black sites","US counterterrorism","core","TRUE","2002","2009","Multiple states; Guantanamo; Bagram","Multiple","","","","","network","victim_site","CIA and partner services","","","Detainees","arbitrary detention","","","not_quantified","","","","","1","confirmed","not_assessed","","Senate Select Committee on Intelligence report 2014; ECtHR judgments","unverified","","ECtHR judgments against Poland, Romania, Lithuania"
"EV0343","Libya migrant detention centres","Migration containment","core","TRUE","2016","2026","Tripoli; Zawiya; Bani Walid","Libya","","","","","multi_point","victim_site","Libyan authorities and militias","","","Migrants and refugees","arbitrary detention","","","not_quantified","","","","","1","ongoing_adjudication","not_assessed","","UN Fact-Finding Mission on Libya 2021-23","unverified","",""
"EV0344","Bologna railway station bombing","Right-wing terrorism in Italy","core","TRUE","1980","1980","Bologna","Italy","44.5058","11.3428","unverified_ai","site","point","victim_site","Neofascist perpetrators","","","Travellers","terrorist attack","85","","documented_estimate","","","","","1","confirmed","not_assessed","","Italian court convictions","unverified","",""
"EV0345","Air India Flight 182 bombing","Sikh militant terrorism","core","TRUE","1985","1985","Atlantic Ocean off Ireland","Canada / Ireland","51.05","-12.8167","unverified_ai","approximate","point","victim_site","Babbar Khalsa","","","Passengers","terrorist attack","329","","documented_estimate","","","","","1","confirmed","not_assessed","","Canadian commission of inquiry 2010","unverified","",""
"EV0346","Lockerbie bombing","Libyan-linked terrorism","core","TRUE","1988","1988","Lockerbie","United Kingdom","55.12","-3.35","unverified_ai","settlement","point","victim_site","Perpetrators linked to Libyan intelligence","","","Passengers and residents","terrorist attack","270","","documented_estimate","","","","","1","confirmed","not_assessed","","Scottish court at Camp Zeist judgment 2001","unverified","",""
"EV0347","Tokyo subway sarin attack","Aum Shinrikyo","core","TRUE","1995","1995","Tokyo subway","Japan","","","","","multi_point","victim_site","Aum Shinrikyo","","","Commuters","terrorist attack","14","","documented_estimate","","","","","1","confirmed","not_assessed","","Japanese court judgments","unverified","",""
"EV0348","Oklahoma City bombing","US domestic terrorism","core","TRUE","1995","1995","Murrah Federal Building, Oklahoma City","United States","35.4728","-97.5169","unverified_ai","site","point","victim_site","McVeigh and Nichols","","","Federal workers and children","terrorist attack","168","","documented_estimate","","","","","1","confirmed","not_assessed","","US federal convictions","unverified","",""
"EV0349","Omagh bombing","Northern Ireland conflict","core","TRUE","1998","1998","Omagh","United Kingdom","54.5975","-7.31","unverified_ai","settlement","point","victim_site","Real IRA","","","Shoppers","terrorist attack","29","","documented_estimate","","","","","1","confirmed","not_assessed","","Civil judgment 2009; public inquiry 2024","unverified","",""
"EV0350","September 11 attacks","Al-Qaeda","core","TRUE","2001","2001","New York; Arlington; Shanksville","United States","40.7115","-74.0134","fixture_dev","site","multi_point","victim_site","Al-Qaeda","","","Civilians and responders","terrorist attack","2977","","documented_estimate","","","","","1","confirmed","not_assessed","","9/11 Commission Report 2004","unverified","",""
"EV0351","Bali bombings","Jemaah Islamiyah","core","TRUE","2002","2002","Kuta, Bali","Indonesia","-8.72","115.17","unverified_ai","settlement","point","victim_site","Jemaah Islamiyah","","","Tourists and locals","terrorist attack","202","","documented_estimate","","","","","1","confirmed","not_assessed","","Indonesian court convictions","unverified","",""
"EV0352","Madrid train bombings","Islamist terrorism in Spain","core","TRUE","2004","2004","Atocha and Madrid commuter lines","Spain","","","","","multi_point","victim_site","Islamist cell","","","Commuters","terrorist attack","193","","documented_estimate","","","","","1","confirmed","not_assessed","","Audiencia Nacional judgment 2007","unverified","",""
"EV0353","Beslan school siege","Chechen-linked terrorism","core","TRUE","2004","2004","Beslan, North Ossetia","Russia","43.1917","44.5439","unverified_ai","settlement","point","victim_site","Riyad-us Saliheen group","","","Schoolchildren and parents","terrorist attack","334","","documented_estimate","","","","","1","confirmed","not_assessed","","Russian investigation; ECtHR Tagayeva judgment 2017","unverified","","ECtHR also found state failings in the rescue"
"EV0354","Mumbai attacks","Lashkar-e-Taiba","core","TRUE","2008","2008","Mumbai; Taj Hotel; CST station","India","","","","","multi_point","victim_site","Lashkar-e-Taiba","","","Civilians","terrorist attack","175","","documented_estimate","","","","","1","confirmed","not_assessed","","Indian court conviction of Kasab","unverified","",""
"EV0355","Norway attacks","Far-right terrorism","core","TRUE","2011","2011","Oslo; Utoya island","Norway","","","","","multi_point","victim_site","Anders Behring Breivik","","","Government workers; Labour youth camp","terrorist attack","77","","documented_estimate","","","","","1","confirmed","not_assessed","","Oslo District Court judgment 2012","unverified","",""
"EV0356","Westgate mall attack","Al-Shabaab","core","TRUE","2013","2013","Nairobi","Kenya","-1.2864","36.8172","unverified_ai","settlement","point","victim_site","Al-Shabaab","","","Shoppers","terrorist attack","67","","documented_estimate","","","","","1","confirmed","not_assessed","","Kenyan investigations and convictions","unverified","",""
"EV0357","Chibok schoolgirls abduction","Boko Haram","core","TRUE","2014","2014","Chibok, Borno State","Nigeria","10.8667","12.85","unverified_ai","settlement","point","victim_site","Boko Haram","","","Schoolgirls","terrorist attack","","","not_quantified","","","","","2","confirmed","not_assessed","","Nigerian government records; Amnesty","unverified","","276 abducted; many still missing"
"EV0358","Garissa University attack","Al-Shabaab","core","TRUE","2015","2015","Garissa","Kenya","-0.4569","39.6583","unverified_ai","settlement","point","victim_site","Al-Shabaab","","","Students, singled out by religion","terrorist attack","148","","documented_estimate","","","","","1","confirmed","not_assessed","","Kenyan court convictions 2019","unverified","",""
"EV0359","Charleston church shooting","US racist terrorism","core","TRUE","2015","2015","Emanuel AME Church, Charleston","United States","32.7876","-79.933","unverified_ai","site","point","victim_site","Dylann Roof","","","Black congregants","terrorist attack","9","","documented_estimate","","","","","1","confirmed","not_assessed","","US federal hate crime conviction","unverified","",""
"EV0360","Paris November attacks","Islamic State","core","TRUE","2015","2015","Bataclan; Stade de France; cafes","France","","","","","multi_point","victim_site","Islamic State cell","","","Concertgoers and diners","terrorist attack","130","","documented_estimate","","","","","1","confirmed","not_assessed","","Paris trial judgment 2022","unverified","",""
"EV0361","Nice truck attack","Islamic State-inspired","core","TRUE","2016","2016","Promenade des Anglais, Nice","France","43.695","7.265","unverified_ai","site","point","victim_site","Lone attacker","","","Bastille Day crowd","terrorist attack","86","","documented_estimate","","","","","1","confirmed","not_assessed","","French court proceedings 2022","unverified","",""
"EV0362","Manchester Arena bombing","Islamic State-inspired","core","TRUE","2017","2017","Manchester Arena","United Kingdom","53.4881","-2.2444","unverified_ai","site","point","victim_site","Salman Abedi","","","Concertgoers, many children","terrorist attack","22","","documented_estimate","","","","","1","confirmed","not_assessed","","Manchester Arena Inquiry 2021-23","unverified","",""
"EV0363","Pittsburgh synagogue shooting","US antisemitic terrorism","core","TRUE","2018","2018","Tree of Life synagogue, Pittsburgh","United States","40.4386","-79.9236","unverified_ai","site","point","victim_site","Robert Bowers","","","Jewish congregants","terrorist attack","11","","documented_estimate","","","","","1","confirmed","not_assessed","","US federal conviction 2023","unverified","",""
"EV0364","Christchurch mosque shootings","Far-right terrorism","core","TRUE","2019","2019","Al Noor and Linwood mosques, Christchurch","New Zealand","","","","","multi_point","victim_site","Brenton Tarrant","","","Muslim worshippers","terrorist attack","51","","documented_estimate","","","","","1","confirmed","not_assessed","","NZ conviction 2020; Royal Commission 2020","unverified","",""
"EV0365","Atomic bombings of Hiroshima and Nagasaki","Second World War strategic bombing","core","TRUE","1945","1945","Hiroshima; Nagasaki","Japan","34.3955","132.4536","fixture_dev","site","multi_point","victim_site","United States","","","City populations","aerial bombardment","110000","210000","documented_estimate","","","hibakusha officially recognised: around 650,000","The lower figures are deaths by the end of 1945; the higher include deaths from radiation illness over subsequent years","1","contested","not_assessed","","Japanese municipal surveys; Manhattan Engineer District report","unverified","","Include only with the legal and moral debate stated on the entry"
"EV0366","Allied area bombing of German cities","Second World War strategic bombing","core","TRUE","1942","1945","Hamburg; Dresden; Pforzheim","Germany","","","","","multi_point","victim_site","RAF Bomber Command and USAAF","","","City populations","aerial bombardment","350000","500000","documented_estimate","","","","","2","contested","not_assessed","","Dresden Historians Commission 2010; Overy","unverified","","Dresden toll long inflated by propaganda; use the 2010 commission figure"
"EV0367","Tokyo firebombing (Operation Meetinghouse)","Second World War strategic bombing","core","TRUE","1945","1945","Tokyo","Japan","35.6762","139.7649","unverified_ai","settlement","point","victim_site","USAAF","","","City population","aerial bombardment","80000","100000","documented_estimate","","","","","2","contested","not_assessed","","USSBS; Japanese records","unverified","",""
"EV0368","Gaza war","Israel-Hamas war","core","TRUE","2023","2026","Gaza Strip","Palestine","","","","","region","victim_site","Parties to the conflict","","","Civilians","war crimes","","","not_quantified","","","","","1","ongoing_adjudication","not_assessed","","ICJ South Africa v Israel provisional measures 2024; ICC warrant applications; UN OCHA","unverified","","Genocide determination is before the ICJ; record the proceedings, not a verdict"
"EV0369","Russian invasion of Ukraine","Russo-Ukrainian war","core","TRUE","2022","2026","Bucha; Mariupol; Izium; filtration centres","Ukraine","","","","","multi_point","victim_site","Russian forces","","","Ukrainian civilians","war crimes","","","not_quantified","","","","","1","ongoing_adjudication","not_assessed","","ICC warrants 2023; UN Commission of Inquiry; ICJ proceedings","unverified","","Child deportation warrants are the clearest legal finding so far"
"EV0370","Mariupol theatre airstrike","Russian invasion of Ukraine","core","TRUE","2022","2022","Mariupol Drama Theatre","Ukraine","47.0958","37.5428","unverified_ai","site","point","victim_site","Russian forces","","","Sheltering civilians","war crimes","300","600","documented_estimate","","","","","2","ongoing_adjudication","not_assessed","","Associated Press investigation; Amnesty","unverified","",""
"EV0371","Bucha killings","Russian invasion of Ukraine","core","TRUE","2022","2022","Bucha","Ukraine","50.5445","30.2119","fixture_dev","site","point","victim_site","Russian forces","","","Civilians","war crimes","458","","documented_estimate","","","","","1","ongoing_adjudication","not_assessed","","Ukrainian prosecutor exhumations; UN Commission of Inquiry","unverified","",""
"EV0372","Foca rape camps","Bosnian War","core","TRUE","1992","1993","Foca; Partizan Sports Hall; Karaman's house","Bosnia and Herzegovina","","","","","multi_point","victim_site","Bosnian Serb forces","","","Bosniak women and girls","mass sexual violence","","","not_quantified","","","","","1","confirmed","not_assessed","","ICTY Kunarac, Kovac and Vukovic judgment 2001","unverified","","First international conviction of rape as a crime against humanity"
"EV0373","Systematic rape in the Bosnian War","Bosnian War","core","TRUE","1992","1995","Prijedor; Visegrad; Doboj; Kalinovik","Bosnia and Herzegovina","","","","","multi_point","victim_site","Bosnian Serb forces and others","","","Bosniak and Croat women","mass sexual violence","","","not_quantified","","","","","1","confirmed","not_assessed","","ICTY judgments; EC Warburton Mission 1993","unverified","","20,000 to 50,000 estimated; use the range, not a point figure"
"EV0374","Sexual violence in the Rwandan genocide","Rwandan genocide","core","TRUE","1994","1994","Taba commune; nationwide","Rwanda","","","","","region","victim_site","Interahamwe and local officials","","","Tutsi women","mass sexual violence","","","not_quantified","","","","","1","confirmed","not_assessed","","ICTR Akayesu judgment 1998","unverified","","First finding that rape can constitute an act of genocide"
"EV0375","Mass rape in the Bangladesh Liberation War","Bangladesh Liberation War","register","FALSE","1971","1971","Dhaka; Khulna; nationwide","Bangladesh","","","","","unmapped","victim_site","Pakistan Army and allied militias","","","Bengali women","mass sexual violence","","","not_quantified","","","","","2","contested","not_assessed","","Bangladeshi Birangona records; Brownmiller; D'Costa","unverified","","Commonly cited figures of 200,000 to 400,000 are disputed"
"EV0376","Rapes during the Nanjing massacre","Second Sino-Japanese War","core","TRUE","1937","1938","Nanjing","China","32.0603","118.7969","unverified_ai","settlement","point","victim_site","Imperial Japanese Army","","","Chinese women","mass sexual violence","","","not_quantified","","","","","1","confirmed","not_assessed","","IMTFE judgment 1948; Nanjing Safety Zone records","unverified","",""
